Experiment,Population_Size,Generations,Mutation_Rate,Best_Fitness,Best_Height,Total_Time_Minutes,Convergence_Generation,Final_Max_Fitness,Final_Mean_Fitness,Final_Diversity,Efficiency_Fitness_Per_Minute
very_large_population_80,80,150,0.15,48.195999232061986,5.0,142.7133900006612,10,48.195999232061986,42.22382755111584,0.16685973029041687,0.33771182389990656
very_large_population_100,100,180,0.12,315.6136461918944,11.408520612944649,1351.447113295396,10,315.6136461918944,44.203831348079845,0.8251577586316793,0.23353754881483724
massive_population_120,120,200,0.1,49.41456408798629,5.0,98.74023334582647,10,49.41456408798629,42.30185374526004,0.17235310772508283,0.5004501449264089
